/home/hameed/RL/rl-starter-files/scripts/train.py --algo ppo --env MiniGrid-DoorKey-5x5-v0 --model DoorKey --save-interval 10 --frames 80000

Namespace(algo='ppo', env='MiniGrid-DoorKey-5x5-v0', model='DoorKey', seed=1, log_interval=1, save_interval=10, procs=16, frames=80000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0427 | D 4 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.930 | V -0.090 | pL -0.015 | vL 0.002 | ∇ 0.033
U 2 | F 004096 | FPS 2479 | D 5 | rR:μσmM 0.03 0.12 0.00 0.50 | F:μσmM 243.1 26.6 140.0 250.0 | H 1.925 | V -0.064 | pL -0.027 | vL 0.001 | ∇ 0.030
U 3 | F 006144 | FPS 2588 | D 6 | rR:μσmM 0.03 0.12 0.00 0.50 | F:μσmM 243.1 26.6 140.0 250.0 | H 1.939 | V -0.051 | pL -0.009 | vL 0.000 | ∇ 0.006
U 4 | F 008192 | FPS 2505 | D 7 | rR:μσmM 0.02 0.07 0.00 0.28 | F:μσmM 246.9 11.9 201.0 250.0 | H 1.939 | V -0.036 | pL -0.016 | vL 0.000 | ∇ 0.011
U 5 | F 010240 | FPS 2601 | D 8 | rR:μσmM 0.02 0.07 0.00 0.28 | F:μσmM 246.9 11.9 201.0 250.0 | H 1.942 | V -0.034 | pL -0.006 | vL 0.000 | ∇ 0.002
U 6 | F 012288 | FPS 2495 | D 8 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 250.0 0.0 250.0 250.0 | H 1.943 | V -0.026 | pL -0.009 | vL 0.000 | ∇ 0.004
U 7 | F 014336 | FPS 2493 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 250.0 0.0 250.0 250.0 | H 1.944 | V -0.023 | pL -0.004 | vL 0.000 | ∇ 0.002
U 8 | F 016384 | FPS 2515 | D 10 | rR:μσmM 0.06 0.14 0.00 0.47 | F:μσmM 237.6 30.6 148.0 250.0 | H 1.940 | V -0.014 | pL -0.010 | vL 0.001 | ∇ 0.011
U 9 | F 018432 | FPS 2575 | D 11 | rR:μσmM 0.04 0.10 0.00 0.40 | F:μσmM 243.4 20.1 167.0 250.0 | H 1.943 | V -0.009 | pL -0.004 | vL 0.000 | ∇ 0.003
U 10 | F 020480 | FPS 2574 | D 12 | rR:μσmM 0.01 0.03 0.00 0.13 | F:μσmM 249.5 1.9 242.0 250.0 | H 1.944 | V -0.007 | pL -0.002 | vL 0.000 | ∇ 0.003
Status saved
U 11 | F 022528 | FPS 2600 | D 12 | rR:μσmM 0.08 0.22 0.00 0.84 | F:μσmM 231.9 52.6 44.0 250.0 | H 1.937 | V -0.004 | pL -0.008 | vL 0.002 | ∇ 0.026
U 12 | F 024576 | FPS 2565 | D 13 | rR:μσmM 0.08 0.22 0.00 0.84 | F:μσmM 231.9 52.6 44.0 250.0 | H 1.943 | V 0.010 | pL 0.003 | vL 0.000 | ∇ 0.005
U 13 | F 026624 | FPS 2589 | D 14 | rR:μσmM 0.09 0.23 0.00 0.70 | F:μσmM 229.2 54.9 82.0 250.0 | H 1.940 | V 0.023 | pL -0.009 | vL 0.001 | ∇ 0.023
U 14 | F 028672 | FPS 2603 | D 15 | rR:μσmM 0.10 0.23 0.00 0.70 | F:μσmM 228.1 54.6 82.0 250.0 | H 1.939 | V 0.018 | pL -0.000 | vL 0.001 | ∇ 0.012
U 15 | F 030720 | FPS 2618 | D 16 | rR:μσmM 0.16 0.24 0.00 0.76 | F:μσmM 217.2 56.9 66.0 250.0 | H 1.934 | V 0.042 | pL -0.013 | vL 0.003 | ∇ 0.018
U 16 | F 032768 | FPS 2604 | D 16 | rR:μσmM 0.21 0.27 0.00 0.76 | F:μσmM 203.0 61.7 66.0 250.0 | H 1.929 | V 0.033 | pL -0.004 | vL 0.002 | ∇ 0.033
U 17 | F 034816 | FPS 2630 | D 17 | rR:μσmM 0.16 0.23 0.00 0.63 | F:μσmM 215.6 51.6 102.0 250.0 | H 1.908 | V 0.067 | pL -0.001 | vL 0.002 | ∇ 0.029
U 18 | F 036864 | FPS 2562 | D 18 | rR:μσmM 0.23 0.28 0.00 0.70 | F:μσmM 197.6 63.7 84.0 250.0 | H 1.904 | V 0.073 | pL -0.011 | vL 0.004 | ∇ 0.040
U 19 | F 038912 | FPS 2592 | D 19 | rR:μσmM 0.36 0.29 0.00 0.74 | F:μσmM 166.1 68.6 71.0 250.0 | H 1.897 | V 0.079 | pL -0.020 | vL 0.003 | ∇ 0.033
U 20 | F 040960 | FPS 2604 | D 20 | rR:μσmM 0.29 0.31 0.00 0.88 | F:μσmM 184.4 73.1 32.0 250.0 | H 1.906 | V 0.076 | pL -0.007 | vL 0.004 | ∇ 0.051
Status saved
U 21 | F 043008 | FPS 2647 | D 20 | rR:μσmM 0.40 0.32 0.00 0.88 | F:μσmM 157.9 79.1 32.0 250.0 | H 1.876 | V 0.127 | pL -0.015 | vL 0.005 | ∇ 0.037
U 22 | F 045056 | FPS 2634 | D 21 | rR:μσmM 0.43 0.28 0.00 0.88 | F:μσmM 151.9 71.4 32.0 250.0 | H 1.865 | V 0.115 | pL -0.013 | vL 0.006 | ∇ 0.045
U 23 | F 047104 | FPS 2623 | D 22 | rR:μσmM 0.43 0.35 0.00 0.94 | F:μσmM 150.5 86.8 16.0 250.0 | H 1.786 | V 0.153 | pL -0.034 | vL 0.011 | ∇ 0.070
U 24 | F 049152 | FPS 2349 | D 23 | rR:μσmM 0.67 0.25 0.00 0.94 | F:μσmM 88.3 64.9 18.0 250.0 | H 1.721 | V 0.261 | pL -0.062 | vL 0.016 | ∇ 0.094
U 25 | F 051200 | FPS 2262 | D 24 | rR:μσmM 0.71 0.24 0.00 0.95 | F:μσmM 78.5 62.8 13.0 250.0 | H 1.735 | V 0.312 | pL -0.071 | vL 0.019 | ∇ 0.094
U 26 | F 053248 | FPS 2561 | D 24 | rR:μσmM 0.78 0.12 0.47 0.95 | F:μσmM 60.0 34.3 15.0 146.0 | H 1.702 | V 0.398 | pL -0.075 | vL 0.014 | ∇ 0.084
U 27 | F 055296 | FPS 2596 | D 25 | rR:μσmM 0.84 0.10 0.42 0.96 | F:μσmM 44.1 27.2 11.0 160.0 | H 1.572 | V 0.539 | pL -0.096 | vL 0.015 | ∇ 0.160
U 28 | F 057344 | FPS 2536 | D 26 | rR:μσmM 0.88 0.13 0.00 0.97 | F:μσmM 34.0 32.3 8.0 250.0 | H 1.427 | V 0.662 | pL -0.095 | vL 0.011 | ∇ 0.119
U 29 | F 059392 | FPS 2485 | D 27 | rR:μσmM 0.91 0.06 0.56 0.97 | F:μσmM 26.2 15.7 9.0 121.0 | H 1.384 | V 0.732 | pL -0.060 | vL 0.006 | ∇ 0.109
U 30 | F 061440 | FPS 2512 | D 28 | rR:μσmM 0.92 0.04 0.78 0.97 | F:μσmM 21.3 10.6 9.0 62.0 | H 1.318 | V 0.785 | pL -0.053 | vL 0.004 | ∇ 0.075
Status saved
U 31 | F 063488 | FPS 2497 | D 29 | rR:μσmM 0.92 0.04 0.81 0.97 | F:μσmM 22.1 9.9 9.0 53.0 | H 1.317 | V 0.803 | pL -0.017 | vL 0.003 | ∇ 0.060
U 32 | F 065536 | FPS 2491 | D 29 | rR:μσmM 0.93 0.02 0.87 0.97 | F:μσmM 18.4 6.3 7.0 36.0 | H 1.237 | V 0.834 | pL -0.025 | vL 0.002 | ∇ 0.037
U 33 | F 067584 | FPS 2475 | D 30 | rR:μσmM 0.93 0.02 0.83 0.97 | F:μσmM 18.6 6.7 9.0 46.0 | H 1.239 | V 0.844 | pL -0.011 | vL 0.001 | ∇ 0.042
U 34 | F 069632 | FPS 2481 | D 31 | rR:μσmM 0.93 0.02 0.85 0.97 | F:μσmM 19.2 6.3 9.0 41.0 | H 1.327 | V 0.840 | pL 0.005 | vL 0.001 | ∇ 0.041
U 35 | F 071680 | FPS 2460 | D 32 | rR:μσmM 0.93 0.02 0.85 0.97 | F:μσmM 19.4 6.3 8.0 43.0 | H 1.305 | V 0.835 | pL -0.000 | vL 0.001 | ∇ 0.037
U 36 | F 073728 | FPS 2478 | D 33 | rR:μσmM 0.93 0.02 0.85 0.97 | F:μσmM 19.2 6.9 9.0 42.0 | H 1.365 | V 0.842 | pL 0.002 | vL 0.001 | ∇ 0.036
U 37 | F 075776 | FPS 2535 | D 34 | rR:μσmM 0.93 0.03 0.79 0.97 | F:μσmM 20.7 8.3 9.0 58.0 | H 1.383 | V 0.832 | pL 0.009 | vL 0.002 | ∇ 0.041
U 38 | F 077824 | FPS 2579 | D 34 | rR:μσmM 0.92 0.03 0.82 0.97 | F:μσmM 21.8 9.0 8.0 49.0 | H 1.364 | V 0.814 | pL 0.010 | vL 0.002 | ∇ 0.042
U 39 | F 079872 | FPS 2573 | D 35 | rR:μσmM 0.93 0.03 0.84 0.97 | F:μσmM 20.6 7.7 9.0 45.0 | H 1.300 | V 0.821 | pL -0.005 | vL 0.002 | ∇ 0.038
U 40 | F 081920 | FPS 2544 | D 36 | rR:μσmM 0.93 0.03 0.78 0.97 | F:μσmM 19.6 7.7 9.0 61.0 | H 1.252 | V 0.823 | pL -0.015 | vL 0.002 | ∇ 0.041
Status saved
